지점,날짜,발전기명,설비용량(MW),발전량(MWh),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
울산,2023.2.5,울산태양광#1,0.5,2.08512,3.7,,2,30.5,9.5,15.46
울산,2023.2.6,울산태양광#1,0.5,1.696128,6.1,,1.7,37.4,7.8,13.08
울산,2023.2.7,울산태양광#1,0.5,1.553808,6.5,,2.1,63.3,6.5,11.66
울산,2023.2.8,울산태양광#1,0.5,1.666848,6,,2.2,51.9,9.5,14.95
울산,2023.2.9,울산태양광#1,0.5,0.441456,5.2,1.2,2.7,55.4,2.8,4.67
울산,2023.2.10,울산태양광#1,0.5,0.958608,5,22.1,2.8,80.8,3.3,10.38
울산,2023.2.11,울산태양광#1,0.5,0.76512,5.7,,1.5,70.5,2.4,9.3
울산,2023.2.12,울산태양광#1,0.5,0.968352,6.9,0.2,2.2,64.9,3.9,9.02
울산,2023.2.13,울산태양광#1,0.5,0.217968,6.2,1.1,3.1,74.9,0,2.93
울산,2023.2.14,울산태양광#1,0.5,1.0992,4,0,2.6,70.6,4.3,10.98
울산,2023.2.15,울산태양광#1,0.5,0.630624,2.2,0.4,2.5,77.6,0.6,6.64
울산,2023.2.16,울산태양광#1,0.5,0.54288,4.4,,1.9,73.1,1.2,7.65
울산,2023.2.17,울산태양광#1,0.5,0.751152,5.7,0,1.8,52.3,1.6,5.84
울산,2023.2.18,울산태양광#1,0.5,0.378384,7.2,3,1.3,91.9,0,3.28
울산,2023.2.19,울산태양광#1,0.5,1.83552,8.2,0,3.3,48.6,6.6,13.03
울산,2023.2.20,울산태양광#1,0.5,2.068272,2.9,,3.2,28.9,9.9,17.32
울산,2023.2.21,울산태양광#1,0.5,2.226576,0.7,,2.7,45.6,8.8,16.99
울산,2023.2.22,울산태양광#1,0.5,2.116368,4.3,,1.8,54.3,8.7,16.5
울산,2023.2.23,울산태양광#1,0.5,2.162016,8.2,,2.1,48.5,9.6,17.26
울산,2023.2.24,울산태양광#1,0.5,2.059728,7,,3,45.3,8.8,16.18
울산,2023.2.25,울산태양광#1,0.5,2.083296,3.3,,2.9,50.8,6.6,15.64
울산,2023.2.26,울산태양광#1,0.5,2.375424,4.2,,2.1,41.3,10.3,18.7
울산,2023.2.27,울산태양광#1,0.5,2.380464,6.9,,1.4,46,10.3,18.98
울산,2023.2.28,울산태양광#1,0.5,2.378208,9.4,,2.4,39.9,10.4,19.48
울산,2023.3.1,울산태양광#1,0.5,0.50448,9.3,0,2.3,52.4,0.2,6.43
울산,2023.3.2,울산태양광#1,0.5,2.499072,4.2,,2.7,26.3,10.5,19.89
울산,2023.3.3,울산태양광#1,0.5,2.393856,7.2,,2.5,23.1,10.5,19.4
울산,2023.3.4,울산태양광#1,0.5,1.831584,8.8,,2.7,49.6,8.1,15.67
울산,2023.3.5,울산태양광#1,0.5,2.105856,8.5,,1.5,64.5,10.1,18.64
울산,2023.3.6,울산태양광#1,0.5,2.210016,11.4,,1.8,47,10.4,18.67
울산,2023.3.7,울산태양광#1,0.5,1.772928,13.6,,2.5,40.6,9.6,16.77
울산,2023.3.8,울산태양광#1,0.5,1.8912,15.2,,2.5,36.6,9.8,16.12
울산,2023.3.9,울산태양광#1,0.5,1.655712,15.2,0,2.5,69.4,6.5,13.76
울산,2023.3.10,울산태양광#1,0.5,2.28936,13.3,,1.6,65.8,10,18.7
울산,2023.3.11,울산태양광#1,0.5,2.028864,16.1,,1.3,55.9,9.1,16.77
울산,2023.3.12,울산태양광#1,0.5,1.124688,10.4,15.9,2.7,73.5,2.5,8.34
울산,2023.3.13,울산태양광#1,0.5,2.657808,4.7,,2.7,33,10.8,21.76
울산,2023.3.14,울산태양광#1,0.5,2.574336,10.2,,2.5,42.1,9.5,20.42
울산,2023.3.15,울산태양광#1,0.5,1.567248,14.4,,3.9,62.5,8.2,16.54
울산,2023.3.16,울산태양광#1,0.5,1.91496,10.7,,2.7,49.6,7.8,19.11
울산,2023.3.17,울산태양광#1,0.5,1.238688,8.6,,2.6,62,1.4,10.42
울산,2023.3.18,울산태양광#1,0.5,1.665408,9.6,,2.3,61.8,5.8,16.16
울산,2023.3.19,울산태양광#1,0.5,2.503392,10.4,,2.1,42.6,11,21.34
울산,2023.3.20,울산태양광#1,0.5,2.422176,12.2,,2.1,49.9,10.6,20.99
울산,2023.3.21,울산태양광#1,0.5,2.015568,14.3,,1.9,53.6,8,18.48
울산,2023.3.22,울산태양광#1,0.5,1.784544,16,1.6,1.4,76.6,0.7,9.56
울산,2023.3.23,울산태양광#1,0.5,0.265392,14.1,50.8,1.7,92.1,0,3.79
울산,2023.3.24,울산태양광#1,0.5,1.653792,11.6,0,2.9,69,2.8,13.92
울산,2023.3.25,울산태양광#1,0.5,1.67208,9.9,,2.6,65.3,4.2,12.84
울산,2023.3.26,울산태양광#1,0.5,1.43136,10.7,0,2,70.8,1.9,12.13
울산,2023.3.27,울산태양광#1,0.5,2.706864,9.6,,2.5,43.6,10,23.37
울산,2023.3.28,울산태양광#1,0.5,2.601936,11.5,,2,46.4,11.1,22.77
울산,2023.3.29,울산태양광#1,0.5,1.96872,12.3,,1.7,54,9.7,18.34
울산,2023.3.30,울산태양광#1,0.5,2.059152,14.6,,1.4,47,9.4,19.76
울산,2023.3.31,울산태양광#1,0.5,2.617248,15.8,,2.3,36.6,11.3,23.51
울산,2023.4.1,울산태양광#1,0.5,2.417184,13.7,,2.4,66.6,10.2,21.91
울산,2023.4.2,울산태양광#1,0.5,2.636832,13.4,,3.5,61.5,10.9,22.96
울산,2023.4.3,울산태양광#1,0.5,2.768064,13.1,,2.9,61.5,10.7,24.04
울산,2023.4.4,울산태양광#1,0.5,1.907376,14.6,0.5,1.7,71.6,5.2,17.14
울산,2023.4.5,울산태양광#1,0.5,0.190992,14.9,22.7,3.9,90.4,0,1.61
울산,2023.4.6,울산태양광#1,0.5,2.524944,14.6,1.9,2.7,69.4,10.5,21.67
울산,2023.4.7,울산태양광#1,0.5,2.421792,12.9,5.3,2.7,47,10.6,23.23
울산,2023.4.10,울산태양광#1,0.5,2.14512,14.4,,2.7,39.9,11.6,24
울산,2023.4.11,울산태양광#1,0.5,2.176608,18.1,,4.7,58.9,7.3,19.71
울산,2023.4.12,울산태양광#1,0.5,2.783664,14,,2.9,25.4,11.8,25.86
울산,2023.4.13,울산태양광#1,0.5,2.582016,14.7,,1.8,31.5,11.2,23.95
울산,2023.4.14,울산태양광#1,0.5,0.866496,14.6,0.5,1.6,61.1,0.8,8.64
울산,2023.4.17,울산태양광#1,0.5,2.244864,12.7,,1.8,61.8,11.4,24.35
울산,2023.4.18,울산태양광#1,0.5,0.400896,16.2,2.4,2.5,77.9,0,4.42
울산,2023.4.19,울산태양광#1,0.5,0.642816,17.1,,1.7,80.5,2.2,11.43
울산,2023.4.20,울산태양광#1,0.5,2.51928,19.6,,1.4,71.5,10.7,23.09
울산,2023.4.21,울산태양광#1,0.5,2.342832,15.1,,3.4,52.6,8.9,22.1
울산,2023.4.24,울산태양광#1,0.5,0.74688,12.1,,2.3,59.8,0,9.24
울산,2023.4.25,울산태양광#1,0.5,0.525696,9.6,9.7,1.7,83.1,0,4.98
울산,2023.4.26,울산태양광#1,0.5,2.736336,13.4,,2.7,53.1,11.7,25.8
울산,2023.4.27,울산태양광#1,0.5,2.768688,13.6,,2.2,62.6,12,25.6
울산,2023.4.28,울산태양광#1,0.5,2.67816,16.7,,3.1,56.5,12.6,28.2
울산,2023.5.2,울산태양광#1,0.5,2.124,15.4,,1.6,59.6,11.1,25.51
울산,2023.5.3,울산태양광#1,0.5,1.77792,17.1,,2.6,57.9,3,16.41
울산,2023.5.4,울산태양광#1,0.5,1.773072,17.9,1.6,2.9,71.8,2.2,14.5
울산,2023.5.8,울산태양광#1,0.5,2.340336,13.5,,2.7,50.8,11.9,27.7
울산,2023.5.9,울산태양광#1,0.5,2.723088,16.2,,1.3,48.6,12.8,27.51
울산,2023.5.10,울산태양광#1,0.5,2.28024,18.1,,2.1,55.1,8.5,23.46
울산,2023.5.11,울산태양광#1,0.5,2.61312,15.5,,2.1,68.4,8.9,23
울산,2023.5.12,울산태양광#1,0.5,1.99296,17.4,,1.8,57,9.9,22.69
울산,2023.5.15,울산태양광#1,0.5,1.86024,19.5,,1.4,63.8,12.8,26.85
울산,2023.5.16,울산태양광#1,0.5,2.667984,22.7,,1.2,60,12.6,26.97
울산,2023.5.17,울산태양광#1,0.5,2.737632,23.5,,2.2,50.6,12.4,28.2
울산,2023.5.18,울산태양광#1,0.5,0.474912,17.7,16.4,1.3,84,0,5.57
울산,2023.5.19,울산태양광#1,0.5,0.96,16.9,8.5,2.9,83.9,1.6,10.26
울산,2023.5.22,울산태양광#1,0.5,0.420864,16.7,0,1.8,67.1,0,5.54
울산,2023.5.23,울산태양광#1,0.5,2.790816,17.4,,2.1,61.4,10,25.63
울산,2023.5.24,울산태양광#1,0.5,2.279424,17.4,,1.5,66,8.9,22.68
울산,2023.5.25,울산태양광#1,0.5,2.614368,18.1,,1.8,64.5,7.9,25.67
울산,2023.5.26,울산태양광#1,0.5,1.076352,19.9,0,1.8,69.8,1,12.99
울산,2023.5.30,울산태양광#1,0.5,1.009344,18.1,1.4,1.9,88.6,0.1,11.17
울산,2023.5.31,울산태양광#1,0.5,2.766624,18.3,,2.4,66.8,9.9,27.71
울산,2023.6.1,울산태양광#1,0.5,0.675696,16.3,18.1,1,87.4,0.3,5.7
울산,2023.6.2,울산태양광#1,0.5,2.64216,21.7,11.9,2.3,70.9,9.9,27.07
울산,2023.6.3,울산태양광#1,0.5,2.824416,20.3,,1.6,65.1,12.4,28.32
울산,2023.6.4,울산태양광#1,0.5,2.65224,22.4,,2,47.9,10,26.36
울산,2023.6.5,울산태양광#1,0.5,1.446576,22.7,,2,50.6,3.5,14.33
울산,2023.6.6,울산태양광#1,0.5,2.584464,20.6,,2.1,67.5,9.9,26.27
울산,2023.6.7,울산태양광#1,0.5,2.334672,22.8,,1.6,64.3,10,22.13
울산,2023.6.8,울산태양광#1,0.5,1.936656,21.3,,1.8,68.3,6.6,20.72
울산,2023.6.9,울산태양광#1,0.5,2.717184,21.8,,1.2,71.6,12.5,26.82
울산,2023.6.10,울산태양광#1,0.5,2.735568,22.2,,1.8,75.4,13.1,28.22
울산,2023.6.11,울산태양광#1,0.5,1.589472,21.8,,1.4,81.9,5.6,16.51
울산,2023.6.12,울산태양광#1,0.5,1.466688,21.6,0.1,1.4,80.6,5.2,19.11
울산,2023.6.13,울산태양광#1,0.5,2.131824,22.5,,1.3,77.5,6,20.15
울산,2023.6.14,울산태양광#1,0.5,1.597824,20.4,3.7,1.8,84.8,4,16.29
울산,2023.6.15,울산태양광#1,0.5,2.156544,19.5,2.3,1.4,82.4,6,20.16
울산,2023.6.16,울산태양광#1,0.5,2.697168,23.4,,1.4,68.6,13,28.79
울산,2023.6.17,울산태양광#1,0.5,2.577936,25.2,,1.4,59.9,11.2,27.47
울산,2023.6.18,울산태양광#1,0.5,2.528352,25.5,,1.9,56.9,10.6,27.23
울산,2023.6.19,울산태양광#1,0.5,2.424432,23.1,,2.6,71.4,9,25.94
울산,2023.6.20,울산태양광#1,0.5,2.186112,21.4,0,2.3,73.6,7.6,22.71
울산,2023.6.21,울산태양광#1,0.5,0.423168,20.8,14.5,1.6,91.6,0,4.52
울산,2023.6.22,울산태양광#1,0.5,2.040336,22.7,,1.3,79.5,5,18.87
울산,2023.6.23,울산태양광#1,0.5,2.692608,22.2,,2.2,72.8,10.1,26.54
울산,2023.6.24,울산태양광#1,0.5,2.450496,21.4,,1.7,77.6,8.4,24.14
울산,2023.6.25,울산태양광#1,0.5,1.614576,22.2,15.6,1.2,81,1.6,15.5
울산,2023.6.26,울산태양광#1,0.5,0.837888,24.1,23,2.5,87.6,0,6.9
울산,2023.6.27,울산태양광#1,0.5,2.142336,26.6,4.2,3.7,74.9,7.5,23.49
울산,2023.6.28,울산태양광#1,0.5,1.431024,23.4,17.1,2.1,82.6,2.7,12.66
울산,2023.6.29,울산태양광#1,0.5,1.088256,25.5,13.6,3.3,82.1,2.9,13.03
울산,2023.6.30,울산태양광#1,0.5,0.6228,23.1,17.3,1.5,90.1,0.1,6.19
울산,2023.7.1,울산태양광#1,0.5,2.067792,23.1,,1.3,82.8,5.5,18.37
울산,2023.7.2,울산태양광#1,0.5,2.310672,25.9,,1.3,76.9,9.4,24.13
울산,2023.7.3,울산태양광#1,0.5,1.762992,24.7,,1.4,82.8,4.6,18.31
울산,2023.7.4,울산태양광#1,0.5,1.211472,24.1,0.7,1.3,86.1,0.5,11.4
울산,2023.7.5,울산태양광#1,0.5,2.589648,27.5,13.9,2.9,68,10.3,27.18
울산,2023.7.6,울산태양광#1,0.5,2.033232,26.9,,1.6,60,6.8,23.15
울산,2023.7.7,울산태양광#1,0.5,0.412992,21.4,43.8,1.4,87.4,0,4.31
울산,2023.7.8,울산태양광#1,0.5,0.357504,21.8,5.7,0.8,92.5,0,5.26
울산,2023.7.9,울산태양광#1,0.5,1.60368,24.7,,1.3,86.3,2,15.47
울산,2023.7.10,울산태양광#1,0.5,2.148432,26.8,0,2.2,78.8,8.7,22.3
울산,2023.7.11,울산태양광#1,0.5,0.854976,24.2,24.9,2.4,88.4,1.9,9.28
울산,2023.7.12,울산태양광#1,0.5,1.598352,26.3,2.7,2.4,81.4,6.1,20.49
울산,2023.7.13,울산태양광#1,0.5,0.546144,26,1.2,1.6,85.4,0,6.56
울산,2023.7.14,울산태양광#1,0.5,0.442848,25.8,13.6,4.5,84.1,0,4.96
울산,2023.7.15,울산태양광#1,0.5,0.873024,27.3,1.6,4.7,76.1,1.1,11.08
울산,2023.7.16,울산태양광#1,0.5,0.538848,24.1,53.3,1.5,91.6,0.3,8.32
울산,2023.7.17,울산태양광#1,0.5,2.153136,27.2,13.8,2.3,81,8.8,24.99
울산,2023.7.18,울산태양광#1,0.5,0.386016,24.4,86.7,1.5,93.1,0,4.35
울산,2023.7.19,울산태양광#1,0.5,1.741008,23.7,0,1.8,84.3,4.3,15.89
울산,2023.7.20,울산태양광#1,0.5,2.022624,24.6,,1.1,82.5,6.2,21.92
울산,2023.7.21,울산태양광#1,0.5,1.82328,24.5,,1,79.1,5,15.75
울산,2023.7.22,울산태양광#1,0.5,1.441248,24.7,0,1.3,82.3,2.2,13.96
울산,2023.7.23,울산태양광#1,0.5,1.416336,26.7,0,2.9,82.1,2.4,16.26
울산,2023.7.24,울산태양광#1,0.5,1.78824,27.1,2.7,2.8,81.3,5,18.17
울산,2023.7.25,울산태양광#1,0.5,2.032032,27.4,,2.4,75.9,9.2,22.57
울산,2023.7.26,울산태양광#1,0.5,2.414976,27.2,2.3,1.3,81,6.1,20.07
울산,2023.7.27,울산태양광#1,0.5,2.450064,28.1,,1.2,71.9,12.3,26.98
울산,2023.7.28,울산태양광#1,0.5,2.147568,28.7,,1.2,69.8,11.6,23.8
울산,2023.7.29,울산태양광#1,0.5,2.466096,28.5,,1.2,72.3,12.8,27.21
울산,2023.7.30,울산태양광#1,0.5,2.489184,28.2,,1.4,74,12.5,26.5
울산,2023.7.31,울산태양광#1,0.5,2.259456,28.1,,1.3,69,11.3,24.65
울산,2023.8.1,울산태양광#1,0.5,2.384544,28.2,,1.2,68.5,11.7,25.51
울산,2023.8.2,울산태양광#1,0.5,2.138016,28.3,,1.2,76.5,9.7,21.38
울산,2023.8.3,울산태양광#1,0.5,2.3712,29.2,,1.3,71.6,12,25.1
울산,2023.8.4,울산태양광#1,0.5,2.130048,29,,1.3,72.5,10.9,23.4
울산,2023.8.5,울산태양광#1,0.5,2.423712,29.1,,1.2,72.6,12.5,26.81
울산,2023.8.6,울산태양광#1,0.5,2.460048,29,,2.3,71.9,12.6,26.93
울산,2023.8.7,울산태양광#1,0.5,1.785648,27.7,0,2.9,76.9,3.1,12.61
울산,2023.8.8,울산태양광#1,0.5,1.636416,26.3,,3.1,78.5,1.9,14.53
울산,2023.8.9,울산태양광#1,0.5,0.023856,24.1,36.7,4.2,89.5,0,2.27
울산,2023.8.10,울산태양광#1,0.5,0.408816,24.9,146.3,5.6,87.1,0.3,5.36
울산,2023.8.11,울산태양광#1,0.5,2.546496,26.7,,2.9,72.9,11.9,26.14
울산,2023.8.12,울산태양광#1,0.5,2.249136,26,0,1.4,78,5.8,20.64
울산,2023.8.13,울산태양광#1,0.5,2.48976,25.4,,1.9,80,10.9,25.89
울산,2023.8.14,울산태양광#1,0.5,2.472,26,,2.2,78.3,7.5,20.72
울산,2023.8.15,울산태양광#1,0.5,2.170656,25.5,,2.9,73,8.1,22.62
울산,2023.8.16,울산태양광#1,0.5,1.401888,25,,1.5,79.5,3.9,13.97
울산,2023.8.17,울산태양광#1,0.5,0.852144,24.6,0,1.5,83.1,1.7,8.3
울산,2023.8.18,울산태양광#1,0.5,0.95784,24.7,41.4,1.5,91.8,0.7,5.97
울산,2023.8.19,울산태양광#1,0.5,1.400928,26,28.9,1,91.1,0.7,7.22
울산,2023.8.20,울산태양광#1,0.5,1.8396,27.2,1.8,1.3,85.5,5.7,17.66
울산,2023.8.21,울산태양광#1,0.5,2.397792,27.8,,1.2,79.8,11.7,24.12
울산,2023.8.22,울산태양광#1,0.5,2.420928,28.1,,2.1,75,8.5,19.5
울산,2023.8.23,울산태양광#1,0.5,2.470608,27.8,0.1,1.9,78.1,9.3,20.04
울산,2023.8.24,울산태양광#1,0.5,0.9708,25,105.3,2.1,91.1,0,6.03
울산,2023.8.25,울산태양광#1,0.5,1.730736,26.2,5.2,1.5,77.9,7.6,21.27
울산,2023.8.26,울산태양광#1,0.5,2.478048,25.8,,2.2,74.3,11.7,24.72
울산,2023.8.27,울산태양광#1,0.5,2.289456,25.5,,2.3,78.9,8.4,21.49
울산,2023.8.28,울산태양광#1,0.5,1.09608,25.1,0.7,1.9,84.9,1.1,9.39
울산,2023.8.29,울산태양광#1,0.5,0.973488,26.3,0.2,2.8,84.5,1,8.54
울산,2023.8.30,울산태양광#1,0.5,0.652608,26.5,0,2.6,82.3,0.2,6.42
울산,2023.8.31,울산태양광#1,0.5,1.16496,25.2,36.7,1.8,85.4,5.1,16.09
울산,2023.9.1,울산태양광#1,0.5,0.172608,23.4,17,1.5,91.8,0,5.11
울산,2023.9.2,울산태양광#1,0.5,1.362192,23.8,5.9,1.7,88,1.4,12.09
울산,2023.9.3,울산태양광#1,0.5,2.29392,25.1,,1.6,83.9,6.9,18.79
울산,2023.9.4,울산태양광#1,0.5,2.044416,25.2,2.1,2.2,81.8,6.9,16.41
울산,2023.9.5,울산태양광#1,0.5,2.218512,25.1,,3.3,71.8,9.6,21.43
울산,2023.9.6,울산태양광#1,0.5,1.5732,24.6,0,3.3,74.9,5.5,15.14
울산,2023.9.7,울산태양광#1,0.5,2.260032,23.5,,3.4,71.8,7.4,20.07
울산,2023.9.8,울산태양광#1,0.5,2.42424,22.8,0,2.5,69.5,7.8,19.23
울산,2023.9.9,울산태양광#1,0.5,2.453904,22,,2,74.1,11.7,23.75
울산,2023.9.10,울산태양광#1,0.5,2.4396,22.7,,1.9,75.4,9,21.94
울산,2023.9.11,울산태양광#1,0.5,2.22024,23.9,,1.4,78.1,8.6,17.39
울산,2023.9.12,울산태양광#1,0.5,1.412544,25,,1.2,79.8,3.6,15.16
울산,2023.9.13,울산태양광#1,0.5,0.887952,24.1,45.3,1.5,89.6,0.2,6.32
울산,2023.9.14,울산태양광#1,0.5,0.399072,22.3,15.6,1.7,90.4,0,4.27
울산,2023.9.15,울산태양광#1,0.5,0.56976,23.4,3.9,1.6,89.3,0.1,6.29
울산,2023.9.16,울산태양광#1,0.5,0.23568,23.2,19.6,0.7,94,1,3.14
울산,2023.9.17,울산태양광#1,0.5,0.437328,23.3,61.9,1.3,91.1,0.5,6.21
울산,2023.9.18,울산태양광#1,0.5,1.874112,25,0.8,1.5,84.1,5.6,14.83
울산,2023.9.19,울산태양광#1,0.5,1.959696,24.4,,1.4,75.3,8.5,18.32
울산,2023.9.20,울산태양광#1,0.5,0.400944,22.3,37.4,1.3,87.8,0,4.06
울산,2023.9.21,울산태양광#1,0.5,0.50472,19.5,61.5,2.4,84.8,0,5.49
울산,2023.9.22,울산태양광#1,0.5,1.413792,19.8,,1.9,77.1,6.4,15.7
울산,2023.9.23,울산태양광#1,0.5,1.913952,20.2,0.5,2.8,71.3,7.9,17.32
울산,2023.9.24,울산태양광#1,0.5,2.105808,21.6,,3.6,64.4,8,19.79
울산,2023.9.25,울산태양광#1,0.5,0.66456,21.7,0,2.4,76.1,0.2,6.97
울산,2023.9.26,울산태양광#1,0.5,0.2784,21.1,4.1,0.9,92.6,0,3.04
울산,2023.9.27,울산태양광#1,0.5,0.813984,23.2,0.2,1.2,85.4,3.7,10.54
울산,2023.10.4,울산태양광#1,0.5,1.539168,19.4,,2,65,9.7,18.03
울산,2023.10.5,울산태양광#1,0.5,2.202672,16.6,,2.6,42.1,8.3,19.31
울산,2023.10.6,울산태양광#1,0.5,1.973664,16.7,,1.8,54.5,8.4,17.66
울산,2023.10.7,울산태양광#1,0.5,1.250496,17.8,0,1.9,63.9,3,11.54
울산,2023.10.8,울산태양광#1,0.5,0.471456,18.3,0,3,65.6,0.2,5.4
울산,2023.10.9,울산태양광#1,0.5,0.523152,17.6,0.2,2.2,79.5,0.4,7.02
울산,2023.10.10,울산태양광#1,0.5,1.922688,17.5,,2.4,67.9,8,15.52
울산,2023.10.11,울산태양광#1,0.5,2.252208,17.5,,2.5,54.9,9.1,17.69
울산,2023.10.12,울산태양광#1,0.5,2.202192,16.5,,2.2,60.5,8.9,16.14
울산,2023.10.13,울산태양광#1,0.5,1.786128,17.4,,1.6,65.6,6.4,14.9
울산,2023.10.14,울산태양광#1,0.5,1.778352,17.5,3.1,1.6,69.5,6.4,14.03
울산,2023.10.15,울산태양광#1,0.5,2.236128,16.6,,2.6,62.4,9.9,17.96
울산,2023.10.16,울산태양광#1,0.5,2.0304,16.9,,2,57.8,9.9,17.83
울산,2023.10.17,울산태양광#1,0.5,2.24424,15.2,,2,58.3,9.8,18
울산,2023.10.18,울산태양광#1,0.5,2.127744,16.6,,1.5,58.9,9.8,17.33
울산,2023.10.19,울산태양광#1,0.5,1.424544,18.1,0,1.7,60.6,4.6,11.63
울산,2023.10.20,울산태양광#1,0.5,1.894752,13.6,0.5,3.1,49.4,7.2,15.56
울산,2023.10.21,울산태양광#1,0.5,2.139024,12.4,,2.4,44.5,7.7,15.26
울산,2023.10.22,울산태양광#1,0.5,1.689408,14,,1.7,49,7.6,14.6
울산,2023.10.23,울산태양광#1,0.5,2.008656,15.2,,1.6,62.3,9.5,16.04
울산,2023.10.24,울산태양광#1,0.5,1.625712,15.1,,1.2,65.6,6.4,12.79
울산,2023.10.25,울산태양광#1,0.5,1.98072,16.2,,1.5,67.4,9.4,15.46
울산,2023.10.26,울산태양광#1,0.5,1.83024,17.3,,1.4,63.1,9.4,14.74
울산,2023.10.27,울산태양광#1,0.5,1.402992,14.4,0,2.3,71.4,6.1,11.48
울산,2023.10.28,울산태양광#1,0.5,1.762656,13.9,,1.5,69.3,8.3,14.23
울산,2023.10.29,울산태양광#1,0.5,1.72944,14.1,,1.7,70.4,7.6,12.98
울산,2023.10.30,울산태양광#1,0.5,1.882512,14.8,,1,71,9.3,14.7
울산,2023.10.31,울산태양광#1,0.5,1.933872,16.1,,0.9,56.6,9.4,15.16
울산,2023.11.1,울산태양광#1,0.5,1.83096,18.5,,1.5,55.6,9.4,14.15
울산,2023.11.2,울산태양광#1,0.5,1.846992,20.2,,1.5,57.1,9.4,14.3
울산,2023.11.3,울산태양광#1,0.5,1.848576,20.6,,2.4,58.1,9.4,14.36
울산,2023.11.4,울산태양광#1,0.5,0.73872,18,0,1.7,80.5,1.9,6.09
울산,2023.11.5,울산태양광#1,0.5,0.962592,19.4,0.1,1.5,83.1,0.8,6.82
울산,2023.11.6,울산태양광#1,0.5,0.440208,18.9,21,4.4,63,1,4.73
울산,2023.11.7,울산태양광#1,0.5,1.993344,11.7,,2.9,35.5,9.3,14.99
울산,2023.11.8,울산태양광#1,0.5,1.904256,11.7,,1.4,57.3,9.3,14.27
울산,2023.11.9,울산태양광#1,0.5,1.682448,16,,1.6,68.9,7.7,12.87
울산,2023.11.10,울산태양광#1,0.5,1.557264,11.5,3,2.5,55.3,5.5,10.51
울산,2023.11.11,울산태양광#1,0.5,1.596048,7.2,,2.8,47.3,7,11.68
울산,2023.11.12,울산태양광#1,0.5,1.886112,4.8,,3.3,41.9,7.1,13.36
울산,2023.11.13,울산태양광#1,0.5,2.080512,5,,2.8,36.5,9.2,14.66
울산,2023.11.14,울산태양광#1,0.5,1.956288,7.8,,2.6,46.5,9.2,14.08
울산,2023.11.15,울산태양광#1,0.5,1.857264,8.7,,1.9,54.5,8.9,13.26
울산,2023.11.16,울산태양광#1,0.5,0.4668,8.1,9,1.7,71.4,0,4.37
울산,2023.11.17,울산태양광#1,0.5,1.792272,6.3,,2.8,51.3,7.3,12.91
울산,2023.11.18,울산태양광#1,0.5,1.8924,3.9,0,4,48.1,9,13.52
울산,2023.11.19,울산태양광#1,0.5,1.872816,9.2,,2.6,50.9,9,13.12
울산,2023.11.20,울산태양광#1,0.5,1.833408,9.3,,2,54.3,9,12.98
울산,2023.11.21,울산태양광#1,0.5,1.84512,10,,1.2,52.4,8.9,13.19
울산,2023.11.22,울산태양광#1,0.5,1.761744,12.7,,1.6,59.3,8.8,12.9
울산,2023.11.23,울산태양광#1,0.5,1.339872,16.9,,2.9,51.4,8.3,10.76
울산,2023.11.24,울산태양광#1,0.5,0.178656,4.4,,3.8,29.8,8.9,13.21
울산,2023.11.25,울산태양광#1,0.5,1.873296,2.2,,2.2,40.6,8.8,12.91
울산,2023.11.26,울산태양광#1,0.5,1.10568,6.3,,1.8,34.9,6.6,9.71
울산,2023.11.27,울산태양광#1,0.5,0.961392,9.8,,1.6,56.9,2.6,7.27
울산,2023.11.28,울산태양광#1,0.5,1.673376,6.6,,2.3,45,8.1,11.85
울산,2023.11.29,울산태양광#1,0.5,0.558336,5,,2,54,0,5.87
울산,2023.11.30,울산태양광#1,0.5,1.904688,1.1,,3.1,35.4,8.8,12.81
울산,2023.12.1,울산태양광#1,0.5,1.8432,1.3,,3.3,40,8.7,12.44
울산,2023.12.2,울산태양광#1,0.5,1.776768,4.5,,2.4,49.3,8.7,12.16
울산,2023.12.3,울산태양광#1,0.5,1.642224,5.6,,1.7,45.4,8.6,11.83
울산,2023.12.4,울산태양광#1,0.5,1.692624,7.1,,1.7,33.8,8.7,11.6
울산,2023.12.5,울산태양광#1,0.5,1.391088,8,,1.8,42.6,5.7,9.1
울산,2023.12.6,울산태양광#1,0.5,1.109136,8.9,0,1.7,56.6,5.3,8.76
울산,2023.12.7,울산태양광#1,0.5,1.614192,8.7,,2.7,36.9,8.7,10.99
울산,2023.12.8,울산태양광#1,0.5,1.49184,13.2,,4,58,8.4,10.58
울산,2023.12.9,울산태양광#1,0.5,0.979152,15.5,,2.5,62,5.5,8.06
울산,2023.12.10,울산태양광#1,0.5,1.151232,12,,1.5,74.5,6.1,8.22
울산,2023.12.11,울산태양광#1,0.5,0.039216,13.6,49.6,3.7,92.8,0,0.62
울산,2023.12.12,울산태양광#1,0.5,0.343776,8.8,0,3.6,79.1,0.1,3.53
울산,2023.12.13,울산태양광#1,0.5,0.181152,8.7,,2,74.3,4.6,8.1
울산,2023.12.14,울산태양광#1,0.5,0.049968,9.8,24.3,1.4,87.1,0.1,2.17
울산,2023.12.15,울산태양광#1,0.5,0.06744,8.4,50.6,1.7,95.5,0,0.83
울산,2023.12.16,울산태양광#1,0.5,0.76632,3,1,2.5,64.6,2.3,5.61
