지점,날짜,발전기명,설비용량(MW),발전량(MWh),평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
서산,2022.10.28,당진화력수상태양광,1,3.19872,11.2,,1.2,80.1,7.8,12.1
서산,2022.10.29,당진화력수상태양광,1,3.30048,12.6,,1.1,78.5,8.6,14.01
서산,2022.10.30,당진화력수상태양광,1,3.16896,12.6,,0.8,80.1,7.7,12.28
서산,2022.10.31,당진화력수상태양광,1,2.83296,12.9,,1.1,79.9,7.8,13.17
서산,2022.11.1,당진화력수상태양광,1,2.23008,11.6,,1.1,85,5.2,10.36
서산,2022.11.2,당진화력수상태양광,1,3.52704,9,,1.1,71,9.8,15.19
서산,2022.11.3,당진화력수상태양광,1,0.91584,9,,1.4,70.3,0.2,5.45
서산,2022.11.4,당진화력수상태양광,1,3.54432,6.2,,2.9,50.6,9.7,14.82
서산,2022.11.5,당진화력수상태양광,1,3.39552,5.5,,1,69.1,9.8,14.62
서산,2022.11.6,당진화력수상태양광,1,3.07488,7.8,,1.1,71,8.3,12.8
서산,2022.11.7,당진화력수상태양광,1,2.43744,9.7,,1.2,70.9,6.3,11.79
서산,2022.11.8,당진화력수상태양광,1,2.98656,11,,1,80,6.7,10.67
서산,2022.11.9,당진화력수상태양광,1,2.21376,10.1,,0.6,81.6,5.8,10.94
서산,2022.11.10,당진화력수상태양광,1,2.616,12.3,,1.5,76.5,8.8,11.66
서산,2022.11.11,당진화력수상태양광,1,2.70528,13.9,,1.3,67.9,9.2,12
서산,2022.11.12,당진화력수상태양광,1,1.27392,15.7,56,2.1,81.8,2.3,6.19
서산,2022.11.13,당진화력수상태양광,1,1.128,9.8,,2.5,78.6,0,2.73
서산,2022.11.14,당진화력수상태양광,1,2.47776,8.9,,1.7,75.9,5.8,10.18
서산,2022.11.15,당진화력수상태양광,1,2.2224,8.1,0.6,1.3,79.1,5.4,7.58
서산,2022.11.16,당진화력수상태양광,1,2.8608,7.6,,0.8,75.1,8.5,12.11
서산,2022.11.17,당진화력수상태양광,1,2.92704,9.2,,0.8,73.3,8.9,11.94
서산,2022.11.18,당진화력수상태양광,1,2.8752,10.7,,1.9,69.8,9.2,12.12
서산,2022.11.19,당진화력수상태양광,1,2.54688,12.1,,1.1,64.1,8.6,10.81
서산,2022.11.20,당진화력수상태양광,1,2.31168,12.6,,1.1,71.6,3,8.06
서산,2022.11.21,당진화력수상태양광,1,2.31552,10.7,,1.1,80,8.2,10.9
서산,2022.11.22,당진화력수상태양광,1,0.77952,11,0.3,1.6,79.3,0.1,4.14
서산,2022.11.23,당진화력수상태양광,1,2.72928,9.5,,1.9,73.5,8.2,11.23
서산,2022.11.24,당진화력수상태양광,1,2.37984,7.9,,0.7,81.9,6.4,9.35
서산,2022.11.25,당진화력수상태양광,1,2.60736,10.2,,2.1,79.6,8.5,10.65
서산,2022.11.26,당진화력수상태양광,1,2.73312,5.9,,1.6,69.5,8.9,10.98
서산,2022.11.27,당진화력수상태양광,1,2.55168,5.6,,1.2,56.6,8.5,11.01
서산,2022.11.28,당진화력수상태양광,1,0.792,14,13.4,1.8,74.1,0.8,4.38
서산,2022.11.29,당진화력수상태양광,1,1.22016,7.3,2.6,4.2,65.6,1,5.1
서산,2022.11.30,당진화력수상태양광,1,1.40736,-2.6,0,4.1,59.9,3.2,6.72
서산,2022.12.1,당진화력수상태양광,1,2.91168,-3.6,,1.8,51.1,6.6,10.3
서산,2022.12.2,당진화력수상태양광,1,2.85984,-1,,1.8,52.4,6.5,9.85
서산,2022.12.3,당진화력수상태양광,1,1.23264,4.3,1.3,1.6,73.5,3.3,6.05
서산,2022.12.4,당진화력수상태양광,1,1.49568,-1.5,,2.7,49.8,1.5,6.5
서산,2022.12.5,당진화력수상태양광,1,2.79456,-2.4,,1.9,54.4,8.3,10.76
서산,2022.12.6,당진화력수상태양광,1,1.27008,1.6,3.6,1.4,77.6,1.8,5.11
서산,2022.12.7,당진화력수상태양광,1,1.10688,5.2,,2.2,60.4,2.6,5.72
서산,2022.12.8,당진화력수상태양광,1,2.61984,2.7,,0.2,72.5,8.8,10.75
서산,2022.12.9,당진화력수상태양광,1,1.91904,3.5,,0.7,78.3,6.7,8.03
서산,2022.12.10,당진화력수상태양광,1,1.24992,1.6,,0.9,63.5,2.9,5.56
서산,2022.12.11,당진화력수상태양광,1,2.63232,0.9,,1.2,65.4,8.8,10.66
서산,2022.12.12,당진화력수상태양광,1,1.14048,1.5,0.7,1.3,80.4,2.9,6.56
서산,2022.12.13,당진화력수상태양광,1,0.69024,1.8,5.5,4.7,76.9,1.7,4.86
서산,2022.12.14,당진화력수상태양광,1,1.2096,-6.4,0.3,2.6,80.3,0.7,7.06
서산,2022.12.15,당진화력수상태양광,1,0.36,-1.9,5.3,1.9,83.6,0.1,1.93
서산,2022.12.16,당진화력수상태양광,1,1.66656,-3.9,,1.8,56.5,7.5,8.58
서산,2022.12.17,당진화력수상태양광,1,1.53312,-5.4,6.9,2.1,75.3,2.6,3.11
서산,2022.12.18,당진화력수상태양광,1,1.536,-8.6,1.1,1.6,72.3,7.6,10.77
서산,2022.12.19,당진화력수상태양광,1,2.568,-7.1,0.1,1.2,75,5.9,5.55
서산,2022.12.20,당진화력수상태양광,1,2.6112,-2.5,,1.7,64.1,7.5,10.05
서산,2022.12.21,당진화력수상태양광,1,0.696,1.7,6,1.7,84,0.8,2.52
서산,2022.12.22,당진화력수상태양광,1,0.89376,-4.2,0.7,5.4,61.8,0.8,5.44
서산,2022.12.23,당진화력수상태양광,1,0.91008,-7.1,0.1,5.9,67.8,0.5,4.54
서산,2022.12.24,당진화력수상태양광,1,3.03072,-8.8,,1.7,70.8,8.7,10.7
서산,2022.12.25,당진화력수상태양광,1,2.82048,-5,,1.2,78.3,8.6,11.27
서산,2022.12.26,당진화력수상태양광,1,2.0304,-4.1,,0.7,80.1,5.6,7.32
서산,2022.12.27,당진화력수상태양광,1,2.49696,-2.6,,0.7,78.4,6.8,10.01
서산,2022.12.28,당진화력수상태양광,1,2.26368,-2.6,,1.4,70,7.6,9.59
서산,2022.12.29,당진화력수상태양광,1,1.704,-3.5,,0.8,74.9,1.3,5.73
서산,2022.12.30,당진화력수상태양광,1,2.12352,-2.1,0.1,0.9,80,3.2,6.79
서산,2022.12.31,당진화력수상태양광,1,1.97952,-1.2,0.2,1,74.9,5.4,8.21
서산,2023.1.1,당진화력수상태양광,1,2.66592,-1.2,,1.2,65,8.2,10.76
서산,2023.1.2,당진화력수상태양광,1,2.86464,-4.1,,1.7,62,8.6,11.23
서산,2023.1.3,당진화력수상태양광,1,2.85984,-4.8,,1.4,70,8.9,12.12
서산,2023.1.4,당진화력수상태양광,1,2.62848,-1.5,,0.9,71,8.5,10.15
서산,2023.1.5,당진화력수상태양광,1,1.20576,-1.3,,1,73.9,2.4,6.55
서산,2023.1.6,당진화력수상태양광,1,1.3776,0.9,5.2,1.5,81.4,1.2,5.87
서산,2023.1.7,당진화력수상태양광,1,2.304,2,,3.2,72.4,6.6,9.2
서산,2023.1.8,당진화력수상태양광,1,2.47008,-0.1,,1,81.5,7,9.63
서산,2023.1.9,당진화력수상태양광,1,2.62464,2.3,0,2.1,69.4,7.1,9.68
서산,2023.1.10,당진화력수상태양광,1,2.784,0,,1.2,68.9,7.8,10.85
서산,2023.1.11,당진화력수상태양광,1,2.66688,0.4,,0.8,72.9,8.4,10.75
서산,2023.1.12,당진화력수상태양광,1,2.6928,6,0.4,1.2,64.1,9,10.94
서산,2023.1.13,당진화력수상태양광,1,0.21504,9.4,20.1,1.8,96.6,0,1.75
서산,2023.1.14,당진화력수상태양광,1,0.19488,5,0.3,1.6,95.9,0,1.51
서산,2023.1.15,당진화력수상태양광,1,0.15072,-1,0.4,3.6,80.3,0,1.56
서산,2023.1.16,당진화력수상태양광,1,3.06432,-4.2,,2.5,64.5,8.6,12.15
서산,2023.1.17,당진화력수상태양광,1,1.5984,-2.3,,1.1,70.4,4.6,8.62
서산,2023.1.18,당진화력수상태양광,1,3.07104,-1.6,,1.1,68.1,7.3,10.7
서산,2023.1.19,당진화력수상태양광,1,2.59008,0.3,0.4,2.1,68.8,6.9,10.28
서산,2023.1.20,당진화력수상태양광,1,3.3696,-1.8,,4.1,52.8,8.6,12.32
서산,2023.1.21,당진화력수상태양광,1,3.3024,-3.2,,1.6,63.8,8.7,11.89
서산,2023.1.22,당진화력수상태양광,1,0.99648,0.7,,1.8,57.3,0.2,4.9
서산,2023.1.23,당진화력수상태양광,1,1.01568,-0.6,,2.6,70.8,1.1,5.64
서산,2023.1.24,당진화력수상태양광,1,1.60128,-11.4,0.1,5.6,62.9,1,7.09
서산,2023.1.25,당진화력수상태양광,1,3.8256,-10.2,,1.6,62.3,9.4,13.49
서산,2023.1.26,당진화력수상태양광,1,0.00864,-4.7,3.2,1.2,86.8,0,1.46
서산,2023.1.27,당진화력수상태양광,1,2.95584,-6.4,,3.6,59,9,13.24
서산,2023.1.28,당진화력수상태양광,1,3.0816,-5.8,0.4,1.7,70.1,5.4,10.5
서산,2023.1.29,당진화력수상태양광,1,3.10752,-2,,2.6,70.9,6.5,10.39
서산,2023.1.30,당진화력수상태양광,1,3.61632,-1,,1.7,57.6,9.5,13.77
서산,2023.1.31,당진화력수상태양광,1,3.03264,1.4,,2.4,76,9.1,12.46
서산,2023.2.1,당진화력수상태양광,1,3.3936,1.5,,2.7,66.4,8.1,12.61
서산,2023.2.2,당진화력수상태양광,1,2.50176,-2.4,,1.8,58,6.8,10.62
서산,2023.2.3,당진화력수상태양광,1,3.05568,-2.3,,1.4,62.9,8.1,12.8
서산,2023.2.4,당진화력수상태양광,1,3.41952,-2.1,,1.2,76.4,8.7,13.03
서산,2023.2.5,당진화력수상태양광,1,3.13536,-0.8,,1.1,80.4,9.3,13.21
서산,2023.2.6,당진화력수상태양광,1,2.72928,1.4,,1.6,75.4,6.2,10.6
서산,2023.2.7,당진화력수상태양광,1,2.34432,1.8,,1.6,80.9,5.8,9.72
서산,2023.2.8,당진화력수상태양광,1,3.7632,0.1,,1.5,69,9.5,14.3
서산,2023.2.9,당진화력수상태양광,1,2.89632,3.6,0,1.7,53.6,5.1,10.52
서산,2023.2.10,당진화력수상태양광,1,2.53728,3,,1.8,83.5,4.8,11.33
서산,2023.2.11,당진화력수상태양광,1,2.63424,1.3,,1.4,79.4,5,10.1
서산,2023.2.12,당진화력수상태양광,1,1.6128,2.5,,1.8,75.3,0,6.64
서산,2023.2.13,당진화력수상태양광,1,1.88928,4.4,,2.4,71.1,3.8,8.97
서산,2023.2.14,당진화력수상태양광,1,4.22976,0.6,,2.7,54.6,9.9,15.64
서산,2023.2.15,당진화력수상태양광,1,3.79872,1.9,,1.6,59.6,8.1,13.15
서산,2023.2.16,당진화력수상태양광,1,2.27808,1.1,,1.5,71.1,3.7,9.76
서산,2023.2.17,당진화력수상태양광,1,3.60096,3.3,,1.2,68.5,6.6,13.82
서산,2023.2.18,당진화력수상태양광,1,0.63072,5.2,0.1,1.1,65.6,0,3.12
서산,2023.2.19,당진화력수상태양광,1,4.11264,2.3,,3.8,66.6,7.5,14.83
서산,2023.2.20,당진화력수상태양광,1,4.65216,-1.2,,3.5,53.4,9.7,17.31
서산,2023.2.21,당진화력수상태양광,1,4.66272,-2.4,,2.1,51.1,9.7,16.65
서산,2023.2.22,당진화력수상태양광,1,4.3776,-1.1,,1.2,60.8,8.4,15.38
서산,2023.2.23,당진화력수상태양광,1,4.02048,0.9,,0.9,71,9.7,15.3
서산,2023.2.24,당진화력수상태양광,1,4.2816,2.4,,2.4,59.4,9.7,16.28
서산,2023.2.25,당진화력수상태양광,1,4.72416,0.5,,3.7,44.9,10.3,18.02
서산,2023.2.26,당진화력수상태양광,1,4.62336,-0.2,,1.3,53.1,10.2,17.99
서산,2023.2.27,당진화력수상태양광,1,4.55136,1.3,,1.1,60.8,10.2,18.66
서산,2023.2.28,당진화력수상태양광,1,2.72352,2.8,,1.4,75.3,1.9,9.28
서산,2023.3.1,당진화력수상태양광,1,2.64384,4.7,,2.4,64.1,4.2,11.18
서산,2023.3.2,당진화력수상태양광,1,4.80096,1.1,,3.6,39.9,10.3,19.03
서산,2023.3.3,당진화력수상태양광,1,4.29312,1.5,,1.6,73.9,10,17.51
서산,2023.3.4,당진화력수상태양광,1,4.10688,4.9,,1,71.3,5.8,13.19
서산,2023.3.5,당진화력수상태양광,1,4.39776,5.6,,1.2,51.4,10.2,17.84
서산,2023.3.6,당진화력수상태양광,1,4.52352,5.9,,2.1,60.5,10,18.42
서산,2023.3.7,당진화력수상태양광,1,4.0608,9.9,,3.8,73.1,9.3,16.1
서산,2023.3.8,당진화력수상태양광,1,1.83168,12.9,,3.9,61.3,5.8,13.34
서산,2023.3.9,당진화력수상태양광,1,2.82432,9.3,,2.6,82.3,4.3,11.62
서산,2023.3.10,당진화력수상태양광,1,3.94848,9.8,,2,68.5,8.5,16.42
서산,2023.3.11,당진화력수상태양광,1,4.02816,13,,2.1,54.5,8.7,17.03
서산,2023.3.12,당진화력수상태양광,1,1.26816,5.1,6.3,4.3,70.8,2.3,4.94
서산,2023.3.13,당진화력수상태양광,1,5.01024,3.2,,2.9,43.1,10.2,20.45
서산,2023.3.14,당진화력수상태양광,1,4.99488,8.1,,4,60.5,10.2,20.06
서산,2023.3.15,당진화력수상태양광,1,2.69088,8.6,,3.5,68,3.4,11.01
서산,2023.3.16,당진화력수상태양광,1,3.96096,4.5,,2.4,37,6.8,17.61
서산,2023.3.17,당진화력수상태양광,1,3.19968,6,,2,40.6,3.6,12.91
서산,2023.3.18,당진화력수상태양광,1,4.53504,6.4,,2.4,46.8,10.1,19.12
서산,2023.3.19,당진화력수상태양광,1,4.30752,4.8,,1.6,73.3,7.7,18.12
서산,2023.3.20,당진화력수상태양광,1,4.30656,7,,1.2,52.4,9.8,20.63
서산,2023.3.21,당진화력수상태양광,1,5.07744,10.3,,1.5,43.8,10.8,21.19
서산,2023.3.22,당진화력수상태양광,1,3.5424,14.4,,1.7,44.3,4.4,14.79
서산,2023.3.23,당진화력수상태양광,1,3.34464,13.1,0.1,2.8,54.5,4.1,14
서산,2023.3.24,당진화력수상태양광,1,2.84736,8,,2.2,44.4,1.7,12.08
서산,2023.3.25,당진화력수상태양광,1,4.10016,8.9,,1.6,59.6,9.1,19.11
서산,2023.3.26,당진화력수상태양광,1,5.35392,6.7,,2.8,48.5,10.9,23.04
서산,2023.3.27,당진화력수상태양광,1,4.872,4.8,,1.6,59.5,10.6,22.02
서산,2023.3.28,당진화력수상태양광,1,3.74784,6.1,,1.5,63.9,4.9,15.21
서산,2023.3.29,당진화력수상태양광,1,4.66944,9,,1.5,63.4,10.8,20.92
서산,2023.3.30,당진화력수상태양광,1,4.75392,10.7,,1.4,41.5,10.6,21.51
서산,2023.3.31,당진화력수상태양광,1,4.96608,11.7,,1.4,44.5,11.4,22.36
서산,2023.4.1,당진화력수상태양광,1,4.72608,13.9,,1.7,43.9,11.1,21.75
서산,2023.4.2,당진화력수상태양광,1,4.91328,16.8,,2.4,29.8,11.2,23.08
서산,2023.4.3,당진화력수상태양광,1,4.67232,17.3,,2.3,29.3,10.8,22.77
서산,2023.4.4,당진화력수상태양광,1,2.08608,15.7,6.5,2,53.8,0.6,10.78
서산,2023.4.5,당진화력수상태양광,1,0.35904,11.7,29,4.1,91.8,0,2.08
서산,2023.4.6,당진화력수상태양광,1,0.672,8.4,2.8,3,90.3,0,3.78
서산,2023.4.7,당진화력수상태양광,1,5.0496,7.3,,2.6,69,11.2,23.42
서산,2023.4.10,당진화력수상태양광,1,4.06944,10.9,,3.8,61.6,10.9,23.23
서산,2023.4.11,당진화력수상태양광,1,1.18848,12.7,0.2,4.4,75.9,0.1,4.58
서산,2023.4.12,당진화력수상태양광,1,4.82016,9,,2.2,55,11.2,24.52
서산,2023.4.13,당진화력수상태양광,1,3.28416,11.6,,1.7,47.3,7.6,20.45
서산,2023.4.14,당진화력수상태양광,1,2.92992,15.3,,2.1,62.4,8.4,21.28
서산,2023.4.17,당진화력수상태양광,1,3.40608,12,,1.7,60.9,8.7,22.06
서산,2023.4.18,당진화력수상태양광,1,1.6128,15.5,2.4,1.5,84.1,0.2,4.91
서산,2023.4.19,당진화력수상태양광,1,5.49792,18,,2.8,74.8,11.7,26.31
서산,2023.4.20,당진화력수상태양광,1,2.712,16.1,,2.1,86.6,2,13.55
서산,2023.4.21,당진화력수상태양광,1,2.90688,14.7,,2.9,47.3,8,21.53
서산,2023.4.24,당진화력수상태양광,1,3.43296,13.2,,2.3,44.6,6.1,18.74
서산,2023.4.25,당진화력수상태양광,1,1.87008,9.9,0.2,1.2,70.5,0,8.47
서산,2023.4.26,당진화력수상태양광,1,3.2688,7.7,,2.9,75.8,2.6,12.66
서산,2023.4.27,당진화력수상태양광,1,5.48064,10,,1.4,64.6,12.2,26.16
서산,2023.4.28,당진화력수상태양광,1,3.50496,14,0.9,2,66.9,7.3,20.76
서산,2023.5.2,당진화력수상태양광,1,3.85344,15.3,,1.9,53.3,9.8,25.35
서산,2023.5.3,당진화력수상태양광,1,4.53696,17.6,,2.1,65,8.4,22.79
서산,2023.5.4,당진화력수상태양광,1,3.05664,19.9,1.8,2.5,68.9,2.6,15.57
서산,2023.5.8,당진화력수상태양광,1,4.0656,12.9,,1.6,67,12.2,25.83
서산,2023.5.9,당진화력수상태양광,1,5.10912,13.8,,1.8,74,12.3,27.13
서산,2023.5.10,당진화력수상태양광,1,4.97856,16.2,,1.3,62,10.9,24.19
서산,2023.5.11,당진화력수상태양광,1,5.21472,17.1,,1.4,55.9,12.4,27.05
서산,2023.5.12,당진화력수상태양광,1,3.34368,16.8,,1.3,60.3,6.1,19.14
서산,2023.5.15,당진화력수상태양광,1,4.17408,18.6,,2.3,61.6,12.7,26.75
서산,2023.5.16,당진화력수상태양광,1,5.07456,21.1,,3.4,62,12.2,27.33
서산,2023.5.17,당진화력수상태양광,1,5.08896,21.6,,3.9,74.4,9.8,25.9
서산,2023.5.18,당진화력수상태양광,1,2.33376,19.8,4.6,1.8,80.4,2.5,15.08
서산,2023.5.19,당진화력수상태양광,1,3.70848,20.5,,2,66.5,10.1,24.33
서산,2023.5.22,당진화력수상태양광,1,3.76416,17.6,,1.3,69.3,4.6,16.78
서산,2023.5.23,당진화력수상태양광,1,5.31072,18.2,,1.6,62.8,13.2,28.78
서산,2023.5.24,당진화력수상태양광,1,3.67488,18.1,,1.6,65.6,5.9,20.45
서산,2023.5.25,당진화력수상태양광,1,5.01696,19.5,,1.8,56.6,11.1,28.27
서산,2023.5.26,당진화력수상태양광,1,3.4512,20.2,0,1.7,65.8,9.6,24.7
서산,2023.5.30,당진화력수상태양광,1,2.592,22.8,,1.9,79,5.6,20.17
서산,2023.5.31,당진화력수상태양광,1,4.18656,21.5,,1.5,75.8,5.5,18.89
서산,2023.6.1,당진화력수상태양광,1,3.19584,21.3,,1.6,75.5,2.4,17.82
서산,2023.6.2,당진화력수상태양광,1,3.6192,18.7,,1.8,83.3,4.4,16.34
서산,2023.6.3,당진화력수상태양광,1,5.30784,20.7,,2.5,57.5,13.2,30.46
서산,2023.6.4,당진화력수상태양광,1,4.23456,20.4,,2.1,74.5,10.7,25.55
서산,2023.6.5,당진화력수상태양광,1,4.3968,20.6,,2.5,74.6,10.1,24.7
서산,2023.6.6,당진화력수상태양광,1,4.53984,20,,1.9,73.1,11.4,26.65
서산,2023.6.7,당진화력수상태양광,1,3.38112,19.8,,3.4,81,5.2,19.29
서산,2023.6.8,당진화력수상태양광,1,1.88928,20.1,0.5,3.4,81.4,1.7,12.15
서산,2023.6.9,당진화력수상태양광,1,4.57536,22,0.3,2.3,75.6,8.2,24.3
서산,2023.6.10,당진화력수상태양광,1,3.00576,22.9,,2.4,66.9,5.5,17.79
서산,2023.6.11,당진화력수상태양광,1,4.52832,22.2,,1.8,72.9,7.2,20.5
서산,2023.6.12,당진화력수상태양광,1,3.59232,20.6,,1.4,74.6,6.3,22.22
서산,2023.6.13,당진화력수상태양광,1,4.90272,20.9,,1.9,73.3,12.4,27.17
서산,2023.6.14,당진화력수상태양광,1,4.96224,20.2,0,1.5,75.1,9.3,24.58
서산,2023.6.15,당진화력수상태양광,1,5.02464,20.7,,1.4,75.8,11.4,25.04
서산,2023.6.16,당진화력수상태양광,1,5.1936,21.8,,1.4,70.1,13,29.24
서산,2023.6.17,당진화력수상태양광,1,4.54464,22.5,,1.4,65.3,10.3,25.88
서산,2023.6.18,당진화력수상태양광,1,5.2416,23.3,,1.5,66.5,10.7,27.01
서산,2023.6.19,당진화력수상태양광,1,4.3776,25,,1.7,64.5,10.9,25.14
서산,2023.6.20,당진화력수상태양광,1,1.13952,22.7,5.4,1.6,74.8,0.3,7.59
서산,2023.6.21,당진화력수상태양광,1,2.06112,20.7,14.2,2.1,90.8,1.3,9.74
서산,2023.6.22,당진화력수상태양광,1,5.21856,22.1,,2.4,78.9,8.3,24.15
서산,2023.6.23,당진화력수상태양광,1,4.9488,23.9,,1.6,76.3,8.8,24.77
서산,2023.6.24,당진화력수상태양광,1,4.96896,24.8,,1.6,74.5,10.6,25.32
서산,2023.6.25,당진화력수상태양광,1,4.02624,26.2,,1.8,67.6,8.6,23.72
서산,2023.6.26,당진화력수상태양광,1,1.12416,23.2,24.1,4.2,92.6,0,5.04
서산,2023.6.27,당진화력수상태양광,1,4.95552,24.2,0.3,3.2,82,9.3,26.6
서산,2023.6.28,당진화력수상태양광,1,1.80768,23.4,0.2,2.8,91.1,0.5,7.86
서산,2023.6.29,당진화력수상태양광,1,0.33216,23.7,91.9,3,94.9,0,1.72
서산,2023.6.30,당진화력수상태양광,1,3.38592,24.2,1.2,2,89.5,2.8,13.37
서산,2023.7.1,당진화력수상태양광,1,5.1216,26,,1.4,82.6,6.7,21.79
서산,2023.7.2,당진화력수상태양광,1,3.168,25.4,,1.5,83.4,6.4,18.76
서산,2023.7.3,당진화력수상태양광,1,3.45792,27.1,,1.8,79.6,7.4,23.28
서산,2023.7.4,당진화력수상태양광,1,0.672,24.7,68.7,2.5,94,0,3.15
서산,2023.7.5,당진화력수상태양광,1,4.51296,24.2,28,4.1,82.6,5.9,20.75
서산,2023.7.6,당진화력수상태양광,1,4.18752,24.8,,3.3,80.5,7,24.04
서산,2023.7.7,당진화력수상태양광,1,3.98976,24,0.1,2,81.6,1.8,13.14
서산,2023.7.8,당진화력수상태양광,1,2.08608,24.6,0.8,2.2,88.4,4.5,18.67
서산,2023.7.9,당진화력수상태양광,1,1.25184,25.1,1.1,2.7,91.1,0.4,7.42
서산,2023.7.10,당진화력수상태양광,1,4.25568,26.3,0,3,79.9,9.6,24.95
서산,2023.7.11,당진화력수상태양광,1,1.77024,24.6,8.6,2.7,90.8,0,6.78
서산,2023.7.12,당진화력수상태양광,1,3.02496,25.5,,2,89.9,2.8,14.24
서산,2023.7.13,당진화력수상태양광,1,0.42912,25.3,37.8,3.1,93.5,0,3.06
서산,2023.7.14,당진화력수상태양광,1,0.2016,24.2,208.1,4.5,96.8,0,1.07
서산,2023.7.15,당진화력수상태양광,1,0.78912,23.7,15.2,3,93.8,0,3.96
서산,2023.7.16,당진화력수상태양광,1,1.58976,24.1,0.4,2.5,92.3,0.3,8.84
서산,2023.7.17,당진화력수상태양광,1,2.02752,24.8,12.3,1.7,91.8,0.8,10.44
서산,2023.7.18,당진화력수상태양광,1,1.56864,24.4,10.6,1.4,92.5,0.7,6.57
서산,2023.7.19,당진화력수상태양광,1,4.57536,25.9,,1.5,81.3,12.1,27.04
서산,2023.7.20,당진화력수상태양광,1,4.26528,25.6,,1.1,82.9,8.4,22.52
서산,2023.7.21,당진화력수상태양광,1,4.37856,27.7,0,1.1,77.6,11.2,24.92
서산,2023.7.22,당진화력수상태양광,1,1.77888,25.4,23.1,2.5,84.1,3.3,8.89
서산,2023.7.23,당진화력수상태양광,1,0.4896,24.8,90.7,3.5,94,0,2.35
서산,2023.7.24,당진화력수상태양광,1,2.69568,25.5,0.1,1.9,90.3,3.7,13.84
서산,2023.7.25,당진화력수상태양광,1,2.84256,26.4,0,2.7,87.6,3.5,16.45
서산,2023.7.26,당진화력수상태양광,1,4.01664,27.5,1.3,2.1,84.1,8.7,22.43
서산,2023.7.27,당진화력수상태양광,1,3.864,27.9,,1.3,80,10.2,22.65
서산,2023.7.28,당진화력수상태양광,1,4.69248,28.9,,1.5,74.8,13.1,26.69
서산,2023.7.29,당진화력수상태양광,1,4.26144,28.9,,1.3,76.4,10.3,25.87
서산,2023.7.30,당진화력수상태양광,1,4.1424,28.7,0.1,1.8,75.1,11.7,25.75
서산,2023.7.31,당진화력수상태양광,1,3.72672,28.2,,1.4,75.9,8.7,21.78
서산,2023.8.1,당진화력수상태양광,1,4.5216,29.1,,1.4,77.4,10.7,22.08
서산,2023.8.2,당진화력수상태양광,1,1.60032,28.5,,1.3,74.5,11.3,24.75
서산,2023.8.3,당진화력수상태양광,1,4.58208,28.7,,1.4,71.5,12.2,26.63
서산,2023.8.4,당진화력수상태양광,1,4.71936,29.3,,1.2,71.8,10.7,23.22
서산,2023.8.5,당진화력수상태양광,1,4.79424,29.1,,1.5,71,11.5,25.2
서산,2023.8.6,당진화력수상태양광,1,4.392,28.5,,1.7,79.4,8.3,22.79
서산,2023.8.7,당진화력수상태양광,1,4.53888,29.5,0,1.6,76.4,8,19.01
서산,2023.8.8,당진화력수상태양광,1,4.65216,30.5,0,2.7,69.8,12,25.32
서산,2023.8.9,당진화력수상태양광,1,2.41152,28.6,0.4,3.3,71.8,6.3,18.4
서산,2023.8.11,당진화력수상태양광,1,0.67296,24.5,22.5,3.1,91.4,0,6.99
서산,2023.8.12,당진화력수상태양광,1,3.30336,25.3,8.8,2.1,88.8,4.9,18.87
서산,2023.8.13,당진화력수상태양광,1,3.89856,27.1,,1.5,80,9.6,22.98
서산,2023.8.14,당진화력수상태양광,1,4.65504,27.2,0,1.3,81.3,9.9,22.6
서산,2023.8.15,당진화력수상태양광,1,3.94272,27.3,,1.6,81.6,8.3,21.12
서산,2023.8.16,당진화력수상태양광,1,4.44672,26.4,,1.3,79.5,8.4,19.79
서산,2023.8.17,당진화력수상태양광,1,4.28448,26.2,,1.3,78.6,8.4,20.07
서산,2023.8.18,당진화력수상태양광,1,4.67328,26.7,,1.2,75.9,8.7,20.73
서산,2023.8.19,당진화력수상태양광,1,4.7904,27.3,,1.5,74.8,12.2,25.2
서산,2023.8.20,당진화력수상태양광,1,4.15104,27.6,0,1.2,78.1,8.5,22.28
서산,2023.8.21,당진화력수상태양광,1,3.62208,28.2,,2.2,76.8,8,22.71
서산,2023.8.22,당진화력수상태양광,1,2.46624,28.1,2.1,3.7,78,5.5,18.36
서산,2023.8.23,당진화력수상태양광,1,0.31872,24.1,73.5,2.2,93.9,0,3.05
서산,2023.8.24,당진화력수상태양광,1,2.67168,25.8,16,1.4,87,4,15.44
서산,2023.8.25,당진화력수상태양광,1,4.77984,25.8,0,1.9,80.5,9.1,21.82
서산,2023.8.26,당진화력수상태양광,1,4.25376,24.4,,1,82.4,6.8,17.29
서산,2023.8.27,당진화력수상태양광,1,2.35008,25.7,0,1.3,81.1,3.2,15.73
서산,2023.8.28,당진화력수상태양광,1,0.8784,24.7,18.9,2.9,85.9,0,5.79
서산,2023.8.29,당진화력수상태양광,1,0.76896,24,33.3,2.1,89.3,0,4.15
서산,2023.8.30,당진화력수상태양광,1,0.98496,22.1,8.4,0.7,92.8,0,4.63
서산,2023.8.31,당진화력수상태양광,1,3.98208,22.6,,1.2,82.6,7.6,19.21
서산,2023.9.1,당진화력수상태양광,1,4.76928,23.3,,1.4,73.5,11.6,23.97
